,title,MFCCs,views,rating
1532,Let Her Dance,"[[-531.23686265 -531.23686265 -531.23686265 ... -523.45257023
  -531.23686265 -531.23686265]
 [   0.            0.            0.         ...    9.11403338
     0.            0.        ]
 [   0.            0.            0.         ...    4.8701509
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    5.0784318
     0.            0.        ]
 [   0.            0.            0.         ...    3.74191535
     0.            0.        ]
 [   0.            0.            0.         ...    2.45844691
     0.            0.        ]]",658428,4.9292593
1533,Baby My Heart,"[[-5.34119416e+02 -5.34119416e+02 -5.34119416e+02 ... -5.32483012e+02
  -5.33060549e+02 -5.33844108e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.31362292e+00
   1.49715929e+00  3.89314910e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.31181904e+00
   1.49624615e+00  3.89226964e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.25462287e+00
   1.46726647e+00  3.86416177e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.24224699e+00
   1.46098916e+00  3.85802221e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.22874803e+00
   1.45413939e+00  3.85130164e-01]]",13985,4.9444447
1534,I Fought The Law,"[[-548.42379437 -348.92297196 -275.09350702 ... -457.90439083
  -422.41180722 -455.79642721]
 [   0.           37.39832599   39.35570211 ...   72.82360652
    99.01523868   91.81393618]
 [   0.            1.36932202    1.62438671 ...   37.45103129
    29.190782     35.04482367]
 ...
 [   0.            3.73392673    3.42753501 ...    4.99056744
     4.80366878    5.60604895]
 [   0.            7.03781507    8.42420249 ...    8.18532055
     7.25400245    5.83545343]
 [   0.           -1.1361671    -1.45774593 ...    5.27820183
     4.19432677    4.28604463]]",18798885,4.8833523
1535,Baby My Heart,"[[-5.34119416e+02 -5.34119416e+02 -5.34119416e+02 ... -5.32483012e+02
  -5.33060549e+02 -5.33844108e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.31362292e+00
   1.49715929e+00  3.89314910e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.31181904e+00
   1.49624615e+00  3.89226964e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.25462287e+00
   1.46726647e+00  3.86416177e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.24224699e+00
   1.46098916e+00  3.85802221e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.22874803e+00
   1.45413939e+00  3.85130164e-01]]",13985,4.9444447
1536,Wang Dang Doodle,"[[-630.13576536 -630.13576536 -630.13576536 ... -408.50874516
  -537.5740402  -630.13576536]
 [   0.            0.            0.         ...  110.77449393
    90.00585262    0.        ]
 [   0.            0.            0.         ...   16.26129936
    31.84545375    0.        ]
 ...
 [   0.            0.            0.         ...    8.29137424
     7.57670057    0.        ]
 [   0.            0.            0.         ...    7.00684107
     3.01852842    0.        ]
 [   0.            0.            0.         ...    3.74991402
     3.87996028    0.        ]]",371,4.6363635
1537,What Kind Of Man Is This,"[[-4.66030586e+02 -4.66030586e+02 -4.66030586e+02 ... -3.13179442e+02
  -3.39551151e+02 -3.97224218e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.80508649e+01
   5.14854593e+01  3.24811996e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.34804676e+01
  -6.94199121e+01 -4.71940314e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.43344740e+00
  -2.27817472e+00 -3.14067232e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.64908118e+00
  -3.04371531e+00  9.22254216e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.23107073e+00
  -1.42143068e-01  3.97672388e+00]]",19683,4.8954248
1538,Fire,"[[-575.09573577 -575.09573577 -575.09573577 ... -575.09573577
  -575.09573577 -575.09573577]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",10162,4.951807
1539,Don't Mess With The Messer,"[[-584.42134024 -584.42134024 -584.42134024 ... -584.42134024
  -584.42134024 -584.42134024]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",18810,4.9314284
1540,Up in flames,"[[-4.88749253e+02 -4.88749253e+02 -4.88749253e+02 ... -4.87948783e+02
  -4.88532327e+02 -4.88749253e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.13177307e+00
   3.06756201e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.13098636e+00
   3.06686904e-01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.10603205e+00
   3.04472177e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.10062997e+00
   3.03988417e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.09473662e+00
   3.03458878e-01  0.00000000e+00]]",130018,4.946537
1541,He Always Knocks Me Out,"[[-5.14687808e+02 -5.14687808e+02 -5.14687808e+02 ... -5.00511864e+02
  -5.05076934e+02 -5.13086207e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.47158770e+01
   9.91269786e+00  1.41750673e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.18965652e+00
   4.86559640e+00  1.99680088e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.85373175e+00
   5.49219712e+00  1.64996503e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.45731300e+00
   1.53516572e+00  2.79346096e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.96575966e-01
   3.91657763e-01  3.11096938e-02]]",1464,4.818182
1542,Love You Like A Woman,"[[-601.0615136 -601.0615136 -601.0615136 ... -601.0615136 -601.0615136
  -601.0615136]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",14845,4.964602
1543,Whatever I Am_ You Made Me,"[[-603.24038154 -603.24038154 -603.24038154 ... -603.24038154
  -603.24038154 -603.24038154]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",11274,4.9718308
1544,I Don't Care Who Knows,"[[-581.93652413 -581.93652413 -581.93652413 ... -581.93652413
  -581.93652413 -581.93652413]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",316,4.3600001
1545,Nitty Gritty,"[[-625.4107095 -625.4107095 -625.4107095 ... -625.4107095 -625.4107095
  -625.4107095]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",2560,5
1546,Twenty-Nine Ways,"[[-543.25424354 -543.25424354 -534.09852697 ... -458.69580487
  -438.7551134  -464.14239821]
 [   0.            0.           12.92448178 ...   67.41970321
    87.69762404   80.56640265]
 [   0.            0.           12.85489932 ...   21.46091503
    26.52941654   33.54523009]
 ...
 [   0.            0.           11.11395494 ...    8.08300503
     5.52418092    5.57144957]
 [   0.            0.           10.76823321 ...    8.23195527
     5.41616428    5.06877896]
 [   0.            0.           10.39243979 ...    6.7420926
     6.0846456     4.09468823]]",8140,4.7974682
1547,I'm A Little Mixed Up,"[[-600.83829952 -600.83829952 -600.83829952 ... -600.83829952
  -600.83829952 -600.83829952]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",4559,4.9166665
1548,Big Boss Man,"[[-5.15652609e+02 -5.15652609e+02 -5.15652609e+02 ... -5.01007731e+02
  -5.03914299e+02 -5.14773273e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.56224898e+00
   4.39647774e+00  3.23373137e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.36469242e+01
  -1.11585963e+01 -1.05814764e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.36534036e-01
   2.72094866e+00  7.64035374e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.53945550e+00
  -8.55648669e-01 -9.84044265e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.33667863e+00
  -4.08353822e-01 -6.83276821e-01]]",60685,4.9537039
1549,I Got What It Takes,"[[-619.03902905 -619.03902905 -619.03902905 ... -619.03902905
  -619.03902905 -619.03902905]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",14946,4.9805827
1550,What Came First The Egg Or The Hen,"[[-472.30570818 -472.30570818 -472.30570818 ... -472.30570818
  -472.30570818 -472.30570818]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",5681,5
1551,I Need More And More,"[[-521.97678116 -521.97678116 -521.97678116 ... -521.97678116
  -521.97678116 -521.97678116]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",983,5
1552,Whatever I Am You Made Me,"[[-603.24038154 -603.24038154 -603.24038154 ... -603.24038154
  -603.24038154 -603.24038154]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",11274,4.9718308
1553,Bills Bills And More Bills,"[[-532.98989165 -532.98989165 -532.98989165 ... -532.98989165
  -532.98989165 -532.98989165]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",561,5
1554,Um Huh My Baby,"[[-560.00269555 -560.00269555 -560.00269555 ... -560.00269555
  -560.00269555 -560.00269555]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",357,5
1555,Love Me,"[[-635.44684071 -635.44684071 -635.44684071 ... -635.44684071
  -635.44684071 -635.44684071]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",795,5
1556,Sexomatic,"[[-462.97947071 -462.97947071 -462.97947071 ... -462.97947071
  -462.97947071 -462.97947071]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",155261,4.7683258
1557,Soul Finger,"[[-542.12761504 -542.12761504 -542.12761504 ... -542.12761504
  -542.12761504 -542.12761504]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",779001,4.9173613
1558,She Can Get It,"[[-579.26957607 -579.26957607 -579.26957607 ... -579.26957607
  -579.26957607 -579.26957607]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1413,4.7777777
1559,48 Hours,"[[-514.52777489 -514.52777489 -514.52777489 ... -514.52777489
  -514.52777489 -514.52777489]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",944,3.5882354
1560,Irresistible,"[[-526.4426154 -526.4426154 -526.4426154 ... -526.4426154 -526.4426154
  -526.4426154]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",663,3.6666667
1561,Out Of My Mind,"[[-539.90602435 -539.90602435 -539.90602435 ... -539.90602435
  -539.90602435 -539.90602435]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3277,5
1562,Segue,"[[-5.74733433e+02 -4.02844537e+02 -3.31138486e+02 ... -4.68566079e+02
  -5.95938031e+02 -5.95938031e+02]
 [ 1.88514469e+01  4.62515814e+01  5.25894430e+01 ...  7.53920160e+01
   0.00000000e+00  0.00000000e+00]
 [ 1.79322328e+01  1.04689549e+01  4.20721861e+00 ...  1.84448058e+01
   0.00000000e+00  0.00000000e+00]
 ...
 [ 2.41686903e+00 -5.37237146e-01  5.91920088e-01 ... -2.65237886e+00
   0.00000000e+00  0.00000000e+00]
 [-2.91093015e+00 -1.42766005e+01 -1.12086709e+01 ... -2.50326326e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.77400698e+00  8.35198984e+00  1.30287153e+01 ...  1.49351525e+01
   0.00000000e+00  0.00000000e+00]]",237,5
1563,Introduction,"[[-602.75144509 -602.75144509 -602.75144509 ... -602.75144509
  -602.75144509 -602.75144509]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",343,5
1564,Mega Mix,"[[-502.72745608 -502.72745608 -502.72745608 ... -502.72745608
  -502.72745608 -502.72745608]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2143,5
1565,Master,"[[-482.35182593 -245.96655616 -158.36627004 ... -549.02601331
  -549.02601331 -549.02601331]
 [  63.5101183    97.10050369   93.49002135 ...    0.
     0.            0.        ]
 [  30.49927745   17.72372144    5.86293483 ...    0.
     0.            0.        ]
 ...
 [  -1.30095981   11.1164316     5.49683936 ...    0.
     0.            0.        ]
 [   0.7645889     3.23060639    1.68154606 ...    0.
     0.            0.        ]
 [  -7.07037391    3.4004803    11.40354425 ...    0.
     0.            0.        ]]",634,3.6666667
1566,A Piece Of Your Peace,"[[-625.30647862 -625.30647862 -617.05378944 ... -622.45761256
  -624.82700989 -625.30647862]
 [   0.            0.           11.58712289 ...    4.02549085
     0.67794564    0.        ]
 [   0.            0.           11.33873993 ...    4.0152584
     0.67756912    0.        ]
 ...
 [   0.            0.            5.67066398 ...    3.69569821
     0.6656149     0.        ]
 [   0.            0.            4.89948059 ...    3.62780323
     0.66302422    0.        ]
 [   0.            0.            4.19893333 ...    3.55425617
     0.66019676    0.        ]]",2115,5
1567,Funky Thang,"[[-650.67955722 -650.67955722 -650.67955722 ... -650.67955722
  -650.67955722 -650.67955722]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",6312,4.9111109
1568,I've Been Trying,"[[-564.1920165 -564.1920165 -564.1920165 ... -564.1920165 -564.1920165
  -564.1920165]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",7109,4.9591837
1569,Baby I Love You,"[[-536.553495   -536.553495   -535.10710267 ... -536.553495
  -536.553495   -536.553495  ]
 [   0.            0.            2.04382956 ...    0.
     0.            0.        ]
 [   0.            0.            2.03879975 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            1.8813435  ...    0.
     0.            0.        ]
 [   0.            0.            1.8477925  ...    0.
     0.            0.        ]
 [   0.            0.            1.81140823 ...    0.
     0.            0.        ]]",1316,4.5294118
1570,You Don't Know Like I Know,"[[-552.04383951 -552.04383951 -552.04383951 ... -552.04383951
  -552.04383951 -552.04383951]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",29733,4.8389263
1571,Six O'Clock News Report,"[[-541.61390566 -541.61390566 -541.61390566 ... -541.61390566
  -541.61390566 -541.61390566]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1133,4.652174
1572,How Sweet It Would Be,"[[-581.82388058 -581.82388058 -581.82388058 ... -581.82388058
  -581.82388058 -581.82388058]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",780,3.7692308
1573,Open Your Heart,"[[-520.47499262 -520.47499262 -520.47499262 ... -520.47499262
  -520.47499262 -520.47499262]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",57958,4.9656949
1574,Move Your Boogie Body,"[[-558.6849775 -558.6849775 -558.6849775 ... -558.6849775 -558.6849775
  -558.6849775]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",1436239,4.7950201
1575,Boogie Body Land,"[[-484.56054917 -484.56054917 -484.56054917 ... -474.37247332
  -480.39969462 -483.35215058]
 [   0.            0.            0.         ...    2.57548371
     2.78176747    1.70846629]
 [   0.            0.            0.         ...   10.43501198
     4.6476531     1.70706467]
 ...
 [   0.            0.            0.         ...    5.83300539
     4.84452945    1.66263043]
 [   0.            0.            0.         ...    1.48239924
     2.67560102    1.65301778]
 [   0.            0.            0.         ...    3.67872125
     3.38710546    1.64253359]]",78424,4.9069767
1576,Freakshow On The Dance Floor,"[[-605.57635203 -605.57635203 -605.57635203 ... -605.57635203
  -605.57635203 -605.57635203]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3227589,4.8712411
1577,Holy Ghost,"[[-522.00049442 -522.00049442 -522.00049442 ... -522.00049442
  -522.00049442 -522.00049442]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1417478,4.8622346
1578,More And More,"[[-540.92436471 -540.92436471 -540.92436471 ... -540.92436471
  -540.92436471 -540.92436471]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",11679,4.1140938
1579,Up In Here,"[[-587.14177541 -587.14177541 -587.14177541 ... -587.14177541
  -587.14177541 -587.14177541]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",93650,4.8938699
1580,Loving You Is My Occupation,"[[-510.05593232 -510.05593232 -510.05593232 ... -510.05593232
  -510.05593232 -510.05593232]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",6058,4.0163937
1581,Money Talks,"[[-615.70016367 -615.70016367 -615.70016367 ... -615.70016367
  -615.70016367 -615.70016367]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",11827,4.9545455
1582,Holy Ghost,"[[-522.00049442 -522.00049442 -522.00049442 ... -522.00049442
  -522.00049442 -522.00049442]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1417478,4.8622346
1583,Do It (Let Me See You Shake),"[[-534.90730222 -534.90730222 -534.90730222 ... -525.83679711
  -528.17748236 -531.66995346]
 [   0.            0.            0.         ...   11.34019536
     8.36265299    4.17274962]
 [   0.            0.            0.         ...    8.09393311
     6.05590028    3.41758628]
 ...
 [   0.            0.            0.         ...    1.48915873
     4.39247636    3.39151814]
 [   0.            0.            0.         ...    3.25445909
     5.84561641    3.96172088]
 [   0.            0.            0.         ...    3.44555511
     5.96094864    3.88482701]]",329508,4.8383298
1584,She Talks To Me With Her Body,"[[-547.8195719 -547.8195719 -547.8195719 ... -547.8195719 -547.8195719
  -547.8195719]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",363126,4.8627758
1585,Anticipation,"[[-4.61314560e+02 -4.61314560e+02 -4.61314560e+02 ... -4.10989032e+02
  -4.36762654e+02 -4.61000789e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.86235550e+01
   2.24322107e+01  4.43497236e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.86935469e+00
   4.25998372e+00  4.42772733e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.31322530e+00
   1.42708856e+00  4.19839763e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.56882326e+00
  -8.69307927e-01  4.14887752e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.57490928e+00
  -3.00500724e-01  4.09490552e-01]]",2002784,4.8188562
1586,House Shoes (LP Version),"[[-611.46725292 -611.46725292 -611.46725292 ... -611.46725292
  -611.46725292 -611.46725292]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",7412,4.875
1587,Don't Do That (LP Version),"[[-697.41338846 -697.41338846 -697.41338846 ... -697.41338846
  -697.41338846 -697.41338846]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",5045,5
